"Timestamp","Device ID","Device Name","accelerationX","accelerationY","accelerationZ","motorTemperature","environmentTemperature","batteryVoltage","velX","velY","velZ","odr","scale","temperatureThresholdCritical","velXThresholdCritical","velYThresholdCritical","velZThresholdCritical","temperatureThresholdWarning","velXThresholdWarning","velYThresholdWarning","velZThresholdWarning","fftX","fftY","fftZ","lastTimestamp","gatewayId","gatewayName","bulkGeneric","process","applicationVersion","timestampGateway"
"14/05/2022 03:00:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0024169038515537977","0.0034527196548879147","23.299999237060547","23.399999618530273","3.7647058963775635","0.029755093157291412","0.09918364137411118","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 06:00:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 03:10:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.002589539857581258","0.0034527196548879147","23.299999237060547","23.299999237060547","3.7647058963775635","0.04959182068705559","0.059510186314582825","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 06:10:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 03:20:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0024169038515537977","0.0034527196548879147","23.299999237060547","23.299999237060547","3.7647058963775635","0.06942854821681976","0.08926527947187424","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 06:20:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 03:30:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0024169038515537977","0.0034527196548879147","23.399999618530273","23.299999237060547","3.7647058963775635","0.03967345878481865","0.06942854821681976","0.04959182068705559","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 06:30:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 03:40:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0024169038515537977","0.0034527196548879147","23.5","23.299999237060547","3.7647058963775635","0.0793469175696373","0.08926527947187424","0.04959182068705559","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 06:40:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 03:50:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0022442678455263376","0.0034527196548879147","23.299999237060547","23.299999237060547","3.7647058963775635","0.029755093157291412","0.03967345878481865","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 06:50:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 04:00:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0022442678455263376","0.0034527196548879147","23.399999618530273","23.299999237060547","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 07:00:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 04:10:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0022442678455263376","0.0034527196548879147","23.200000762939453","23.200000762939453","3.7647058963775635","0.06942854821681976","0.04959182068705559","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 07:10:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 04:20:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0022442678455263376","0.0034527196548879147","23.299999237060547","23.200000762939453","3.7647058963775635","0.059510186314582825","0.059510186314582825","0.059510186314582825","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 07:20:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 04:30:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0022442678455263376","0.0034527196548879147","23.200000762939453","23.200000762939453","3.7647058963775635","0.059510186314582825","0.04959182068705559","0.04959182068705559","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 07:30:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 04:40:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0022442678455263376","0.0034527196548879147","23.299999237060547","23.200000762939453","3.7647058963775635","0.04959182068705559","0.04959182068705559","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 07:40:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 04:50:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0022442678455263376","0.0034527196548879147","23.299999237060547","23.200000762939453","3.7647058963775635","0.029755093157291412","0.03967345878481865","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 07:50:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 05:00:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0022442678455263376","0.0034527196548879147","23.100000381469727","23.100000381469727","3.7647058963775635","0.029755093157291412","0.03967345878481865","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 08:00:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 05:10:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0022442678455263376","0.0034527196548879147","23.100000381469727","23.100000381469727","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 08:10:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 05:20:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0022442678455263376","0.0034527196548879147","23.100000381469727","23.100000381469727","3.7647058963775635","0.019836729392409325","0.04959182068705559","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 08:20:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 05:30:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0022442678455263376","0.0034527196548879147","23.299999237060547","23.100000381469727","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 08:30:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 05:40:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.002071632072329521","0.0034527196548879147","23.200000762939453","23.100000381469727","3.7647058963775635","0.029755093157291412","0.03967345878481865","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 08:40:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 05:50:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0022442678455263376","0.003280083881691098","23.200000762939453","23.100000381469727","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 08:50:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 06:00:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0024169038515537977","0.0034527196548879147","23.100000381469727","23","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 09:00:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 06:10:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0024169038515537977","0.0034527196548879147","23.100000381469727","23","3.7647058963775635","0.019836729392409325","0.03967345878481865","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 09:10:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 06:20:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0024169038515537977","0.0034527196548879147","22.899999618530273","23","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 09:20:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 06:30:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0022442678455263376","0.0034527196548879147","23","23","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 09:30:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 06:40:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.002589539857581258","0.0034527196548879147","23.200000762939453","22.899999618530273","3.7647058963775635","0.029755093157291412","0.059510186314582825","0.04959182068705559","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 09:40:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 06:50:00.000","61f2731c55691798c2af8d68","TestQRGen","0.002071632072329521","0.0024169038515537977","0.0034527196548879147","23.100000381469727","22.899999618530273","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 09:50:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 07:00:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0024169038515537977","0.003280083881691098","23","22.899999618530273","3.7647058963775635","0.03967345878481865","0.04959182068705559","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 10:00:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 07:10:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0024169038515537977","0.003280083881691098","22.899999618530273","22.799999237060547","3.7647058963775635","0.029755093157291412","0.059510186314582825","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 10:10:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 07:20:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0024169038515537977","0.0034527196548879147","23","22.899999618530273","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 10:20:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 07:30:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0022442678455263376","0.003280083881691098","23","22.899999618530273","3.7647058963775635","0.019836729392409325","0.059510186314582825","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 10:30:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 07:40:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0024169038515537977","0.0034527196548879147","23","22.899999618530273","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 10:40:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 07:50:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0024169038515537977","0.0034527196548879147","23.100000381469727","22.899999618530273","3.7647058963775635","0.029755093157291412","0.03967345878481865","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 10:50:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 08:00:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0022442678455263376","0.0034527196548879147","23.200000762939453","22.899999618530273","3.7647058963775635","0.029755093157291412","0.03967345878481865","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 11:00:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 08:10:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.002589539857581258","0.0034527196548879147","22.899999618530273","23","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 11:10:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 08:20:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0017263598274439573","0.0024169038515537977","0.0034527196548879147","23","23","3.7647058963775635","0.029755093157291412","0.04959182068705559","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 11:20:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 08:30:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0024169038515537977","0.0034527196548879147","23","23","3.7647058963775635","0.029755093157291412","0.059510186314582825","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 11:30:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 08:40:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.0022442678455263376","0.0034527196548879147","23.100000381469727","23","3.7647058963775635","0.029755093157291412","0.03967345878481865","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 11:40:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 08:50:00.000","61f2731c55691798c2af8d68","TestQRGen","0.003107447875663638","0.004143264144659042","0.003280083881691098","23","23","3.7647058963775635","0.03967345878481865","0.06942854821681976","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 11:50:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 09:00:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.002589539857581258","0.003280083881691098","23","22.899999618530273","3.7647058963775635","0.03967345878481865","0.04959182068705559","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 12:00:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 09:10:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0018989959498867393","0.002071632072329521","0.003280083881691098","23","22.899999618530273","3.7647058963775635","0.029755093157291412","0.059510186314582825","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 12:10:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 09:20:00.000","61f2731c55691798c2af8d68","TestQRGen","0.002071632072329521","0.002762175863608718","0.003280083881691098","23.100000381469727","23.100000381469727","3.7647058963775635","0.029755093157291412","0.03967345878481865","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 12:20:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 09:30:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0024169038515537977","0.0034527196548879147","0.003280083881691098","23.299999237060547","23.200000762939453","3.7647058963775635","0.03967345878481865","0.059510186314582825","0.029755093157291412","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 12:30:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 09:40:00.000","61f2731c55691798c2af8d68","TestQRGen","0.002071632072329521","0.002762175863608718","0.003280083881691098","23.5","23.5","3.7960784435272217","0.03967345878481865","0.059510186314582825","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 12:40:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 09:46:00.000","61f2731c55691798c2af8d68","TestQRGen","0.020025774836540222","0.02520485408604145","0.018817322328686714","24.100000381469727","24.200000762939453","3.7960784435272217","0.5355916619300842","0.46616312861442566","0.29755091667175293","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 12:46:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 09:50:00.000","61f2731c55691798c2af8d68","TestQRGen","0.004315899685025215","0.0022442678455263376","0.004488535691052675","25.299999237060547","25.200000762939453","3.7960784435272217","0.06942854821681976","0.03967345878481865","0.059510186314582825","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 12:50:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 10:00:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0048338077031075954","0.0022442678455263376","0.0048338077031075954","24.700000762939453","24.5","3.7960784435272217","0.0793469175696373","0.03967345878481865","0.059510186314582825","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 13:00:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 10:10:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0037979918997734785","0.0022442678455263376","0.004143264144659042","24.299999237060547","24.299999237060547","3.7960784435272217","0.04959182068705559","0.03967345878481865","0.03967345878481865","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 13:10:00 GMT+0000 (Coordinated Universal Time)","62152b34980ea258e6eeaff4","-","","","4.0.4",""
"14/05/2022 10:20:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0036253558937460184","0.0022442678455263376","0.004143264144659042","24.100000381469727","24","3.7960784435272217","0.04959182068705559","0.04959182068705559","0.03967345878481865","","","40","2","2","2","36","1","1","1","https://weg-production-blobs.s3.amazonaws.com/5eed0126ec59a70008902b45/61f2731c55691798c2af8d68/fftX/1652534400000-10cb87182de42cc38d244295a7e22429.json?AWSAccessKeyId=AKIAVJWY4NRQLP4KDAHW&Expires=1653444045&Signature=Gy%2BIzGVloIYzX%2BDytHlLJLPdQw0%3D","https://weg-production-blobs.s3.amazonaws.com/5eed0126ec59a70008902b45/61f2731c55691798c2af8d68/fftY/1652534400000-9b26a90eda6487e15215b12e407733ef.json?AWSAccessKeyId=AKIAVJWY4NRQLP4KDAHW&Expires=1653444045&Signature=YUTFSaZi4M9eBF%2BVwaC4XEgQZIo%3D","https://weg-production-blobs.s3.amazonaws.com/5eed0126ec59a70008902b45/61f2731c55691798c2af8d68/fftZ/1652534400000-0e8389b599515bfaa863ce76423e3213.json?AWSAccessKeyId=AKIAVJWY4NRQLP4KDAHW&Expires=1653444045&Signature=ab3W5wjIBHYjsyN99BORKiyHpYE%3D","Sat May 14 2022 13:20:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 10:30:00.000","61f2731c55691798c2af8d68","TestQRGen","0.003970627672970295","0.0022442678455263376","0.004315899685025215","23.700000762939453","23.700000762939453","3.7960784435272217","0.0793469175696373","0.03967345878481865","0.04959182068705559","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 13:30:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 10:40:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0034527196548879147","0.0022442678455263376","0.0037979918997734785","23.799999237060547","23.600000381469727","3.7960784435272217","0.059510186314582825","0.03967345878481865","0.04959182068705559","","","40","2","2","2","36","1","1","1","","","","Sat May 14 2022 13:40:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
"14/05/2022 10:46:57.993","61f2731c55691798c2af8d68","TestQRGen","","","","","","","","","","","","","","","","","","","","","","","","","","https://weg-production-blobs.s3.amazonaws.com/5eed0126ec59a70008902b45/61f2731c55691798c2af8d68/bulkGeneric/1652536017993-7c8098e2a8ee403417a2c8deefb8972a.json?AWSAccessKeyId=AKIAVJWY4NRQLP4KDAHW&Expires=1653444045&Signature=VTd8jZjnDqwfGtOg9Z5aS99XGiw%3D","1","",""
"14/05/2022 10:47:00.000","61f2731c55691798c2af8d68","TestQRGen","0.0036253558937460184","0.006560167763382196","0.008459163829684258","25","24.899999618530273","3.82745099067688","0.0793469175696373","0.11902037262916565","0.09918364137411118","","","40","2","2","2","36","1","1","1","https://weg-production-blobs.s3.amazonaws.com/5eed0126ec59a70008902b45/61f2731c55691798c2af8d68/fftX/1652536020000-0fd9d359379afb79e418c7a93f1fdc5b.json?AWSAccessKeyId=AKIAVJWY4NRQLP4KDAHW&Expires=1653444045&Signature=VpMK2gUlYp4zpu0LipF61YrQ94U%3D","https://weg-production-blobs.s3.amazonaws.com/5eed0126ec59a70008902b45/61f2731c55691798c2af8d68/fftY/1652536020000-c94ce275ced9168500a6e64ab9abacfe.json?AWSAccessKeyId=AKIAVJWY4NRQLP4KDAHW&Expires=1653444045&Signature=NVV%2FpQNQQI2Zx1XhZvB1GLOYyt4%3D","https://weg-production-blobs.s3.amazonaws.com/5eed0126ec59a70008902b45/61f2731c55691798c2af8d68/fftZ/1652536020000-af079861eb06138dd726b6af26a56c82.json?AWSAccessKeyId=AKIAVJWY4NRQLP4KDAHW&Expires=1653444045&Signature=3Twj6RxChavQJJwnSq7Kb95GPh4%3D","Sat May 14 2022 13:47:00 GMT+0000 (Coordinated Universal Time)","6170521b4cd54f0007bc90d8","-","","","4.0.4",""
